device_id, network, event_time
RX83NQ045B,NATGEO,2013-08-22 08:10:55
TE64PG865F,E!,2013-08-21 13:05:56
QX12AK828P,HISTORY,2013-08-21 06:45:54
EN90GM439E,CC,2013-08-23 08:30:20
BQ10WW667L,SHO,2013-08-22 01:24:39
VV71IG071M,VH1,2013-08-21 12:14:16
LI12KG731F,HISTORY,2013-08-23 08:03:59
QI44LN564O,NBC,2013-08-23 06:08:28
XS31CG256C,ID,2013-08-22 21:12:19
RE78PV566H,FOX,2013-08-22 14:56:07
EO66MP536A,HBO2,2013-08-23 15:22:14
NH27CD775Q,ABC,2013-08-21 19:06:01
RQ95KT885T,E!,2013-08-23 14:01:25
BD46AI294A,ID,2013-08-23 15:22:42
SV34XA818Q,TBS,2013-08-23 01:54:15
LI12KG731F,AMC,2013-08-23 18:14:24
DN82QB139I,FX,2013-08-21 22:10:21
QJ95BT650A,MTV2,2013-08-21 17:54:31
CE49AB174W,SCIENCE,2013-08-21 18:38:18
QH19LK429H,VH1,2013-08-21 14:34:13
IP39JT937D,AMC,2013-08-23 15:31:48
LE13PF497K,HISTORY,2013-08-22 02:19:57
VY20IU522F,FOX,2013-08-22 22:22:42
VL98QB737B,DISCOVERY,2013-08-21 02:55:56
MA10HN064W,SHO2,2013-08-21 17:11:19
NY39MF216L,SHO2,2013-08-22 02:04:20
SC53DW780O,BIO,2013-08-22 19:21:29
JT89GZ932F,MTV,2013-08-21 02:50:41
TJ65CX118O,EPIX,2013-08-21 16:38:08
VF95VD517W,FX,2013-08-21 08:54:16
JT89GZ932F,HISTORY,2013-08-21 09:39:23
GU59YU714B,EPIX,2013-08-22 14:23:11
MA10HN064W,SHO2,2013-08-22 03:44:23
IB49LB739J,AMC,2013-08-23 12:11:38
WP12SJ925U,FX,2013-08-22 05:10:55
IY12CO821X,BRAVO,2013-08-23 20:39:15
IB49LB739J,MTV,2013-08-22 21:12:09
MV18QF313P,VH1,2013-08-22 00:09:56
DR48GG267O,SHO,2013-08-23 14:54:32
DN82QB139I,SHO,2013-08-21 06:48:09
OQ98AP763C,FOX,2013-08-22 07:23:36
EP91BB677M,BIO,2013-08-23 18:35:40
OQ98AP763C,HBOW,2013-08-22 18:11:05
RQ95KT885T,SHO,2013-08-22 13:18:36
LE13PF497K,MTV,2013-08-23 15:34:38
BP35PH479O,AMC,2013-08-23 06:06:09
RE78PV566H,STARZ,2013-08-22 15:05:30
FS95NN529B,NBC,2013-08-23 22:10:00
SC53DW780O,HBOW,2013-08-21 11:39:14
FF49XB489F,FOX,2013-08-21 11:37:18
MU63ZY723V,SHO,2013-08-23 04:27:36
UT97ZW028O,BRAVO,2013-08-23 03:40:22
XS31CG256C,NATGEO,2013-08-23 07:08:09
XS31CG256C,E!,2013-08-23 12:20:05
JD82IO819A,HBO2,2013-08-23 04:22:53
IW35FE265X,CW,2013-08-23 09:43:09
GU59YU714B,NATGEO,2013-08-21 23:39:10
LY55UW624Q,CC,2013-08-23 21:27:47
HQ79VQ736Z,BRAVO,2013-08-23 15:43:55
NY39MF216L,CC,2013-08-21 14:06:59
IN68QL999Q,HBOW,2013-08-21 22:20:36
EN90GM439E,SHO,2013-08-22 09:33:02
XC96QH527U,MTV2,2013-08-21 11:09:48
XC96QH527U,EPIX,2013-08-21 06:01:43
UH12DO049K,SHO,2013-08-23 18:49:47
WP12SJ925U,NBC,2013-08-21 03:52:43
EC16OR399W,EPIX,2013-08-21 16:17:53
XV59JB488V,HBO2,2013-08-22 16:02:10
OL26HK050O,E!,2013-08-21 06:53:21
ND43IU942D,BIO,2013-08-21 06:59:36
EO66MP536A,EPIX,2013-08-22 15:33:50
QI44LN564O,STARZ,2013-08-23 17:22:32
EO66MP536A,CC,2013-08-21 10:56:27
JJ93LK283X,MTV2,2013-08-21 21:52:26
NY39MF216L,CC,2013-08-21 16:00:40
GU33KP537X,HISTORY,2013-08-23 02:11:30
OL26HK050O,HBO,2013-08-23 18:44:27
WP12SJ925U,ABC,2013-08-21 12:00:40
IN68QL999Q,FX,2013-08-21 09:04:20
SS94UE211G,AMC,2013-08-23 05:06:28
XW28NO130P,NBC,2013-08-23 12:39:18
HQ79VQ736Z,SCIENCE,2013-08-22 16:27:53
QJ95BT650A,BIO,2013-08-23 19:10:09
QF28SG665A,HBO2,2013-08-23 05:59:34
SV77TY755G,FOX,2013-08-23 10:23:46
GP49GT942C,BRAVO,2013-08-23 22:05:22
OH76FO298K,DISCOVERY,2013-08-21 04:04:12
OL26HK050O,HISTORY,2013-08-21 16:46:00
LM24VN835H,AMC,2013-08-23 21:07:06
RQ99MJ132Q,SHO2,2013-08-23 00:42:51
CW47QZ635H,VH1,2013-08-23 23:16:09
WP12SJ925U,HISTORY,2013-08-21 21:44:57
MA58OI386W,SHO,2013-08-22 00:21:46
RL78CX933A,FOX,2013-08-21 07:43:41
NY16UL746T,EPIX,2013-08-23 19:32:13
BP35PH479O,SHO,2013-08-22 00:50:17
PJ27EL548A,HBOW,2013-08-22 04:51:51
EN90GM439E,NATGEO,2013-08-21 17:51:22
XC96QH527U,HISTORY,2013-08-23 05:50:42
UT30TK841J,EPIX,2013-08-23 01:38:46
VV71IG071M,CW,2013-08-23 09:08:24
IA53NW574S,HBO,2013-08-23 02:57:52
UK95VA338W,NBC,2013-08-22 00:15:32
DN82QB139I,HBO,2013-08-21 15:33:05
UK95VA338W,BIO,2013-08-22 06:42:28
VL98QB737B,CW,2013-08-22 20:52:49
IN68QL999Q,CC,2013-08-22 01:02:17
PH58VN590O,AMC,2013-08-23 07:12:27
LW46HH313D,HBOW,2013-08-22 07:28:40
IW35FE265X,HISTORY,2013-08-22 17:33:13
MA58OI386W,BRAVO,2013-08-23 10:55:28
BP35PH479O,TBS,2013-08-23 01:30:02
RQ95KT885T,NBC,2013-08-21 02:43:52
HA82YE492W,MTV,2013-08-23 23:20:29
LQ17YV650I,DISCOVERY,2013-08-21 14:46:04
TJ65CX118O,EPIX,2013-08-23 07:31:58
TJ65CX118O,SCIENCE,2013-08-21 04:00:32
DR48GG267O,AMC,2013-08-23 01:43:10
IA53NW574S,HBO,2013-08-23 12:39:10
UT30TK841J,BRAVO,2013-08-21 12:01:10
OH76FO298K,E!,2013-08-21 09:33:04
WB36HV655W,NBC,2013-08-22 02:58:13
KQ75EH640E,SCIENCE,2013-08-22 03:20:43
IB49LB739J,CW,2013-08-22 03:28:09
RQ95KT885T,SHO2,2013-08-23 05:05:11
GU59YU714B,MTV2,2013-08-22 03:41:02
QH19LK429H,NATGEO,2013-08-22 05:59:04
HQ79VQ736Z,TBS,2013-08-23 05:35:36
YV93QS191N,SCIENCE,2013-08-22 19:54:12
XC96QH527U,FX,2013-08-22 08:31:00
IW35FE265X,NATGEO,2013-08-23 23:25:07
UT30TK841J,ABC,2013-08-21 16:16:45
VL98QB737B,EPIX,2013-08-23 11:11:59
NY16UL746T,TBS,2013-08-23 00:25:48
ZY37BO869I,SCIENCE,2013-08-21 15:52:05
KA66SL055O,HISTORY,2013-08-21 15:56:54
MU63ZY723V,NATGEO,2013-08-22 20:00:54
QF28SG665A,HBO,2013-08-22 04:30:20
IN68QL999Q,E!,2013-08-23 19:02:46
IN68QL999Q,AMC,2013-08-22 04:16:10
MY84LR392A,SHO2,2013-08-22 02:55:05
YV93QS191N,SCIENCE,2013-08-21 17:42:35
MA10HN064W,SHO,2013-08-23 03:51:55
RQ95KT885T,MTV,2013-08-21 06:43:59
BP35PH479O,MTV,2013-08-22 03:35:25
JD82IO819A,HBOW,2013-08-22 02:47:00
HZ63CE590Q,STARZ,2013-08-21 06:53:23
DR48GG267O,AMC,2013-08-21 01:36:53
HA82YE492W,TBS,2013-08-22 16:20:11
EP91BB677M,STARZ,2013-08-23 22:18:35
NY16UL746T,AMC,2013-08-21 07:13:39
MV18QF313P,MTV,2013-08-21 07:51:16
KA66SL055O,TBS,2013-08-23 06:17:32
HQ79VQ736Z,CW,2013-08-22 01:26:15
JD82IO819A,HBO,2013-08-21 07:56:12
LQ17YV650I,HBO,2013-08-22 16:45:35
VV27BK554M,NBC,2013-08-22 08:47:58
CW47QZ635H,BRAVO,2013-08-23 04:43:25
FU38RN552M,DISCOVERY,2013-08-21 13:03:41
IN68QL999Q,HBOW,2013-08-23 04:47:58
NA30KW737V,HBO2,2013-08-22 08:30:10
IU33EQ237K,TBS,2013-08-22 14:16:38
DR48GG267O,ID,2013-08-23 14:25:40
ND43IU942D,DISCOVERY,2013-08-22 18:54:04
DN82QB139I,AMC,2013-08-23 20:16:30
FF49XB489F,HBO,2013-08-22 18:03:46
VL98QB737B,TBS,2013-08-22 22:01:04
XC96QH527U,MTV,2013-08-22 05:57:14
IA53NW574S,CW,2013-08-21 04:29:48
GE84MG980E,SHO,2013-08-22 04:37:28
FU38RN552M,CC,2013-08-21 16:05:24
KA66SL055O,VH1,2013-08-23 17:18:06
CW47QZ635H,HBO,2013-08-21 17:34:35
NY16UL746T,FX,2013-08-21 18:13:34
LM24VN835H,CW,2013-08-22 00:55:23
RQ99MJ132Q,AMC,2013-08-21 00:57:41
OL26HK050O,SHO2,2013-08-21 16:34:35
RE78PV566H,HBO,2013-08-23 16:42:44
XL43IP349Y,EPIX,2013-08-21 12:27:27
LQ17YV650I,BRAVO,2013-08-21 18:07:15
OL26HK050O,SHO2,2013-08-23 16:30:33
QX12AK828P,VH1,2013-08-22 01:16:44
WP12SJ925U,NATGEO,2013-08-22 01:59:30
JT89GZ932F,STARZ,2013-08-22 08:04:43
GU33KP537X,E!,2013-08-22 06:12:52
XW28NO130P,FOX,2013-08-22 00:59:40
WJ42KK490U,HBO2,2013-08-22 17:19:05
IW35FE265X,CC,2013-08-22 08:34:03
KQ75EH640E,DISCOVERY,2013-08-23 20:43:05
OL26HK050O,AMC,2013-08-22 15:09:25
XV59JB488V,HBO,2013-08-21 07:33:22
LW46HH313D,MTV2,2013-08-21 14:23:50
XC96QH527U,BRAVO,2013-08-22 09:14:17
LE13PF497K,MTV2,2013-08-22 01:21:31
CW47QZ635H,FOX,2013-08-22 00:49:05
OQ98AP763C,STARZ,2013-08-23 10:40:16
XS31CG256C,SHO,2013-08-22 18:41:43
FF49XB489F,EPIX,2013-08-21 03:41:07
QX12AK828P,BRAVO,2013-08-21 22:37:37
PZ37UE517R,CW,2013-08-21 22:44:49
GE84MG980E,STARZ,2013-08-21 13:17:56
VF95VD517W,HBOW,2013-08-21 09:19:51
QI44LN564O,EPIX,2013-08-23 11:17:37
MY84LR392A,FX,2013-08-22 00:49:04
SC86QY057D,SHO2,2013-08-21 15:20:02
QX12AK828P,MTV2,2013-08-21 13:15:08
IP39JT937D,TBS,2013-08-21 00:22:23
IA53NW574S,TBS,2013-08-23 21:03:04
LI12KG731F,MTV2,2013-08-22 23:15:50
BQ10WW667L,SHO2,2013-08-23 17:12:26
QJ95BT650A,AMC,2013-08-23 22:40:50
GE84MG980E,SCIENCE,2013-08-22 00:28:45
LE13PF497K,AMC,2013-08-22 23:28:51
WB36HV655W,BIO,2013-08-23 23:21:03
XL43IP349Y,MTV,2013-08-22 21:35:16
LE13PF497K,NBC,2013-08-22 13:30:04
MU63ZY723V,SHO2,2013-08-21 02:25:58
YV93QS191N,SHO2,2013-08-21 02:28:15
JT89GZ932F,MTV,2013-08-22 12:13:27
EP91BB677M,MTV2,2013-08-21 16:00:57
IB49LB739J,SHO2,2013-08-23 11:23:44
RE78PV566H,FOX,2013-08-23 00:39:40
LI12KG731F,CW,2013-08-22 04:15:45
EP91BB677M,HBOW,2013-08-23 12:50:35
QF28SG665A,VH1,2013-08-23 17:17:52
VL98QB737B,BIO,2013-08-22 06:49:59
BB70GV147R,VH1,2013-08-21 09:03:05
MV18QF313P,EPIX,2013-08-22 13:58:56
JD82IO819A,TBS,2013-08-23 23:33:10
XV59JB488V,FOX,2013-08-22 14:04:00
CW47QZ635H,STARZ,2013-08-23 20:30:09
LW46HH313D,CW,2013-08-21 18:17:22
GP49GT942C,FX,2013-08-22 13:52:55
VY20IU522F,MTV,2013-08-23 00:18:31
GK39DH564M,FOX,2013-08-23 23:27:40
ND43IU942D,NBC,2013-08-21 02:14:50
EC16OR399W,MTV2,2013-08-23 23:44:36
RL78CX933A,CC,2013-08-22 19:48:57
KQ75EH640E,SHO,2013-08-22 12:44:45
VY20IU522F,NBC,2013-08-21 14:12:17
FF49XB489F,HISTORY,2013-08-23 18:24:34
RX83NQ045B,CC,2013-08-22 01:33:13
NY39MF216L,CC,2013-08-23 05:33:40
QF28SG665A,AMC,2013-08-21 12:13:30
OH76FO298K,NATGEO,2013-08-23 23:56:20
RQ99MJ132Q,HBO2,2013-08-22 06:18:35
IW35FE265X,ABC,2013-08-21 17:47:13
EP91BB677M,ABC,2013-08-23 07:23:32
WP12SJ925U,BIO,2013-08-23 13:09:32
NY16UL746T,EPIX,2013-08-22 20:16:59
MV18QF313P,VH1,2013-08-21 00:43:27
FG62RN976F,VH1,2013-08-23 07:21:43
UT97ZW028O,SHO,2013-08-23 11:50:16
KQ75EH640E,BRAVO,2013-08-21 11:47:15
DR48GG267O,HISTORY,2013-08-21 05:43:47
IW35FE265X,EPIX,2013-08-23 09:39:07
XL43IP349Y,STARZ,2013-08-22 11:16:12
UK95VA338W,FOX,2013-08-22 00:02:37
DR48GG267O,DISCOVERY,2013-08-22 12:05:47
SV77TY755G,SHO,2013-08-22 18:18:03
XC96QH527U,FX,2013-08-22 15:05:44
HA82YE492W,NATGEO,2013-08-23 05:12:58
UT97ZW028O,E!,2013-08-22 02:26:34
VV27BK554M,SHO2,2013-08-21 10:57:45
QX12AK828P,SHO,2013-08-23 21:43:48
QJ95BT650A,BIO,2013-08-23 03:04:48
LM24VN835H,MTV,2013-08-23 13:57:54
FF49XB489F,E!,2013-08-22 13:30:25
PT75OL582S,EPIX,2013-08-22 21:53:34
FF49XB489F,EPIX,2013-08-23 18:01:35
BP35PH479O,HBOW,2013-08-21 09:24:32
DR48GG267O,STARZ,2013-08-23 00:22:07
RQ99MJ132Q,STARZ,2013-08-23 23:28:33
YV93QS191N,BRAVO,2013-08-23 17:16:52
WJ42KK490U,MTV,2013-08-22 05:06:14
OL26HK050O,EPIX,2013-08-21 05:13:30
EC16OR399W,ID,2013-08-22 13:59:09
FF49XB489F,BIO,2013-08-21 00:07:28
WP12SJ925U,SHO,2013-08-21 10:35:29
CW47QZ635H,MTV,2013-08-23 14:23:25
NY16UL746T,VH1,2013-08-21 03:47:32
IA53NW574S,FX,2013-08-22 08:17:46
IP39JT937D,ABC,2013-08-21 17:35:46
GP49GT942C,HBO,2013-08-23 04:45:28
SV77TY755G,DISCOVERY,2013-08-23 21:58:12
IA53NW574S,ABC,2013-08-22 18:46:27
PT75OL582S,NBC,2013-08-21 21:07:33
PJ27EL548A,TBS,2013-08-22 14:57:51
KQ75EH640E,SCIENCE,2013-08-22 01:49:36
WP12SJ925U,HISTORY,2013-08-23 03:12:55
LQ17YV650I,MTV2,2013-08-21 09:55:34
IN68QL999Q,HISTORY,2013-08-21 11:05:04
OL26HK050O,HBO2,2013-08-21 06:11:43
MY84LR392A,BIO,2013-08-21 12:03:13
ZY37BO869I,CC,2013-08-21 22:04:15
MA10HN064W,FX,2013-08-21 23:36:46
FS95NN529B,FX,2013-08-21 14:41:19
DN82QB139I,HISTORY,2013-08-21 12:32:30
IY12CO821X,DISCOVERY,2013-08-21 07:20:18
FG62RN976F,NBC,2013-08-23 17:37:35
IN68QL999Q,FX,2013-08-22 15:45:30
GU59YU714B,EPIX,2013-08-23 22:22:11
NA30KW737V,FOX,2013-08-22 04:13:19
KQ75EH640E,SHO,2013-08-21 03:33:03
TE64PG865F,CC,2013-08-21 16:34:14
JT89GZ932F,AMC,2013-08-22 04:39:16
LE13PF497K,DISCOVERY,2013-08-22 13:14:04
GP49GT942C,HISTORY,2013-08-21 16:24:10
CW47QZ635H,VH1,2013-08-23 17:29:40
VF95VD517W,HBO2,2013-08-21 09:55:22
XS31CG256C,NBC,2013-08-22 01:50:43
IB49LB739J,HBOW,2013-08-23 09:01:42
UH12DO049K,BIO,2013-08-21 16:00:17
EN90GM439E,NATGEO,2013-08-22 01:15:57
UT97ZW028O,BIO,2013-08-21 18:51:52
XV59JB488V,E!,2013-08-22 12:40:06
OL26HK050O,HBO2,2013-08-23 17:23:28
NY39MF216L,FX,2013-08-23 19:31:04
ND43IU942D,ABC,2013-08-22 05:40:36
MU63ZY723V,MTV2,2013-08-23 14:22:02
QH19LK429H,ABC,2013-08-22 14:36:29
BP35PH479O,HISTORY,2013-08-22 23:36:16
CE49AB174W,STARZ,2013-08-21 08:14:34
NA30KW737V,STARZ,2013-08-21 16:08:32
WJ42KK490U,HBOW,2013-08-21 08:28:05
OQ98AP763C,EPIX,2013-08-21 14:48:14
VY20IU522F,CW,2013-08-22 12:29:08
IB49LB739J,MTV,2013-08-21 15:38:27
GE95BW891Q,HISTORY,2013-08-23 19:01:57
QJ95BT650A,STARZ,2013-08-21 03:18:39
SV77TY755G,FX,2013-08-22 01:34:12
VV71IG071M,ABC,2013-08-22 00:57:13
QI44LN564O,MTV2,2013-08-23 19:16:10
TJ65CX118O,SHO,2013-08-22 04:35:52
LW46HH313D,CW,2013-08-23 02:01:01
MA58OI386W,VH1,2013-08-22 20:45:33
EP91BB677M,DISCOVERY,2013-08-22 02:47:40
BP35PH479O,VH1,2013-08-21 07:39:03
BB70GV147R,SHO,2013-08-22 20:33:10
MU63ZY723V,SCIENCE,2013-08-23 18:00:45
ND43IU942D,TBS,2013-08-22 17:17:52
MV18QF313P,HBO,2013-08-21 10:02:43
BB70GV147R,EPIX,2013-08-21 16:10:39
SC53DW780O,SHO2,2013-08-21 14:48:08
SV34XA818Q,DISCOVERY,2013-08-21 12:57:26
CW47QZ635H,FOX,2013-08-23 02:03:50
XL43IP349Y,EPIX,2013-08-23 11:05:47
OH76FO298K,NBC,2013-08-22 03:04:16
MV18QF313P,STARZ,2013-08-22 08:42:24
GU59YU714B,ABC,2013-08-22 05:29:08
XS31CG256C,ABC,2013-08-22 17:07:05
PH58VN590O,ABC,2013-08-22 00:27:14
LE13PF497K,BIO,2013-08-21 08:33:12
HQ79VQ736Z,CW,2013-08-23 20:21:35
XC96QH527U,ID,2013-08-22 22:10:31
NA30KW737V,HBO,2013-08-21 11:18:55
MA58OI386W,HBO,2013-08-23 18:39:17
VY20IU522F,STARZ,2013-08-23 18:39:25
VY20IU522F,TBS,2013-08-23 15:54:02
BP35PH479O,ID,2013-08-21 07:02:44
TJ65CX118O,AMC,2013-08-23 17:03:24
RE78PV566H,ABC,2013-08-21 19:34:41
MV18QF313P,VH1,2013-08-22 17:03:32
PT75OL582S,SCIENCE,2013-08-22 21:24:49
FF49XB489F,CW,2013-08-23 16:24:24
WB36HV655W,FOX,2013-08-23 18:51:20
PH58VN590O,ID,2013-08-23 12:31:12
CW47QZ635H,MTV2,2013-08-23 12:11:02
RQ95KT885T,SHO2,2013-08-22 12:47:35
UK95VA338W,BRAVO,2013-08-23 07:56:48
BQ10WW667L,SCIENCE,2013-08-21 14:11:15
LI12KG731F,STARZ,2013-08-22 19:27:55
BB70GV147R,SHO,2013-08-23 15:53:04
IN68QL999Q,AMC,2013-08-22 09:22:47
LI12KG731F,NBC,2013-08-21 19:43:19
SV77TY755G,CW,2013-08-21 06:02:03
DI69LH573S,HBO2,2013-08-21 10:52:29
IW35FE265X,SCIENCE,2013-08-21 10:00:36
FG62RN976F,HBO,2013-08-21 12:13:47
MA10HN064W,NATGEO,2013-08-22 06:57:08
XS31CG256C,TBS,2013-08-23 16:03:37
LQ17YV650I,HBO2,2013-08-21 22:09:08
RQ99MJ132Q,EPIX,2013-08-23 06:36:22
TJ65CX118O,MTV,2013-08-23 04:10:57
NY16UL746T,TBS,2013-08-23 19:07:23
FU38RN552M,NBC,2013-08-23 00:53:53
NA30KW737V,FX,2013-08-23 09:51:48
LI12KG731F,STARZ,2013-08-21 05:55:44
PT75OL582S,MTV,2013-08-23 04:10:08
IY12CO821X,E!,2013-08-21 11:43:05
OH76FO298K,EPIX,2013-08-22 11:54:17
EN90GM439E,STARZ,2013-08-21 16:16:34
BQ10WW667L,STARZ,2013-08-21 12:03:46
RL78CX933A,FX,2013-08-22 19:01:03
VV27BK554M,MTV,2013-08-23 01:18:35
MY84LR392A,HBO,2013-08-22 21:06:14
OQ98AP763C,NBC,2013-08-23 07:14:58
QF28SG665A,HBO2,2013-08-22 21:54:42
SC86QY057D,NATGEO,2013-08-22 20:39:45
JT89GZ932F,VH1,2013-08-23 12:04:19
CW47QZ635H,SHO2,2013-08-21 23:44:41
NH27CD775Q,BRAVO,2013-08-22 13:33:46
QX12AK828P,ID,2013-08-23 22:51:13
VF95VD517W,NATGEO,2013-08-23 04:16:52
RX83NQ045B,E!,2013-08-23 23:25:35
DR48GG267O,HBO2,2013-08-22 22:00:33
KQ75EH640E,MTV2,2013-08-21 07:53:34
IN68QL999Q,DISCOVERY,2013-08-21 14:31:45
GK39DH564M,HBO,2013-08-23 01:30:26
FF49XB489F,ABC,2013-08-23 09:15:17
FF49XB489F,BRAVO,2013-08-23 19:07:25
MA10HN064W,MTV2,2013-08-22 11:37:08
QX12AK828P,EPIX,2013-08-21 23:20:45
XL43IP349Y,SHO,2013-08-23 12:55:32
TE64PG865F,MTV2,2013-08-23 23:08:27
IP39JT937D,EPIX,2013-08-23 17:07:13
UK95VA338W,NBC,2013-08-21 18:41:35
RE78PV566H,SHO,2013-08-21 21:36:59
QX12AK828P,ID,2013-08-21 05:42:51
OQ98AP763C,FOX,2013-08-23 21:59:39
IB49LB739J,TBS,2013-08-21 04:54:56
IP39JT937D,HBO2,2013-08-21 00:08:13
IV86ZY537Q,SCIENCE,2013-08-23 01:43:00
HA82YE492W,SCIENCE,2013-08-21 12:31:06
IA53NW574S,DISCOVERY,2013-08-22 16:53:32
BQ10WW667L,E!,2013-08-21 08:02:06
MA58OI386W,HBO2,2013-08-21 09:45:30
BB70GV147R,BRAVO,2013-08-23 00:15:21
HQ79VQ736Z,CC,2013-08-21 08:06:00
LY55UW624Q,HBO,2013-08-21 03:06:44
ND43IU942D,E!,2013-08-22 16:30:44
HA82YE492W,CC,2013-08-23 12:01:18
CW47QZ635H,E!,2013-08-21 11:30:19
UT30TK841J,MTV,2013-08-21 07:13:43
SV34XA818Q,HBOW,2013-08-21 18:34:02
EP91BB677M,STARZ,2013-08-23 03:31:04
CW47QZ635H,SHO2,2013-08-22 06:10:46
TE64PG865F,FOX,2013-08-23 05:53:13
JD82IO819A,HISTORY,2013-08-22 08:31:38
IB49LB739J,MTV,2013-08-21 11:52:50
BP35PH479O,EPIX,2013-08-21 21:53:06
IW35FE265X,BIO,2013-08-22 12:52:04
NY16UL746T,HBO,2013-08-22 10:29:52
BD46AI294A,AMC,2013-08-23 12:09:38
LM24VN835H,ABC,2013-08-21 20:00:16
ND43IU942D,MTV,2013-08-23 12:26:11
LE13PF497K,ABC,2013-08-22 11:05:54
IV86ZY537Q,VH1,2013-08-21 02:08:09
BB70GV147R,CC,2013-08-22 18:35:45
RX83NQ045B,EPIX,2013-08-23 02:20:58
KQ75EH640E,MTV,2013-08-22 17:06:29
TJ65CX118O,CC,2013-08-22 21:50:28
EC16OR399W,CC,2013-08-23 06:37:37
BB70GV147R,BIO,2013-08-22 06:10:42
RQ95KT885T,AMC,2013-08-23 01:25:40
VF95VD517W,HBOW,2013-08-22 11:01:41
BQ10WW667L,VH1,2013-08-23 17:49:36
LY55UW624Q,FOX,2013-08-22 12:05:48
TJ65CX118O,EPIX,2013-08-22 05:25:04
FS95NN529B,SCIENCE,2013-08-23 13:37:18
MA10HN064W,E!,2013-08-22 17:07:08
OL26HK050O,EPIX,2013-08-21 21:40:46
DN82QB139I,MTV,2013-08-21 04:05:36
ND43IU942D,AMC,2013-08-21 11:59:11
QI44LN564O,ID,2013-08-23 15:06:34
NH27CD775Q,SHO2,2013-08-23 23:18:11
IV86ZY537Q,BIO,2013-08-21 12:07:22
BA20VY674I,HBOW,2013-08-23 20:51:08
LE13PF497K,STARZ,2013-08-21 14:26:11
IP39JT937D,BRAVO,2013-08-22 15:11:02
BD46AI294A,ABC,2013-08-22 22:35:42
ND43IU942D,BIO,2013-08-23 04:07:21
IB49LB739J,SCIENCE,2013-08-22 07:49:32
MV18QF313P,ABC,2013-08-22 20:59:05
XC96QH527U,SHO,2013-08-21 19:14:47
JJ93LK283X,E!,2013-08-22 13:27:06
UH12DO049K,E!,2013-08-22 07:28:34
MA10HN064W,CW,2013-08-22 11:40:00
VV71IG071M,FOX,2013-08-22 19:39:29
YV93QS191N,BRAVO,2013-08-23 07:30:40
LE13PF497K,FOX,2013-08-22 21:07:36
OQ98AP763C,HISTORY,2013-08-22 06:49:33
DR48GG267O,DISCOVERY,2013-08-21 00:09:03
QX12AK828P,FX,2013-08-23 16:03:28
IA53NW574S,DISCOVERY,2013-08-21 01:50:08
FG62RN976F,STARZ,2013-08-22 02:27:20
JJ93LK283X,VH1,2013-08-21 09:56:04
SC86QY057D,CW,2013-08-21 19:47:26
IV86ZY537Q,HBO,2013-08-23 15:01:38
SV34XA818Q,HBOW,2013-08-23 04:07:51
VV27BK554M,DISCOVERY,2013-08-21 14:53:23
EC16OR399W,HBO,2013-08-21 04:49:11
MV18QF313P,VH1,2013-08-23 20:52:02
RL78CX933A,E!,2013-08-22 23:11:29
PJ27EL548A,FOX,2013-08-22 00:27:46
MU63ZY723V,STARZ,2013-08-21 10:53:07
EC16OR399W,ID,2013-08-22 09:59:20
EP91BB677M,CC,2013-08-21 08:21:21
HZ63CE590Q,ABC,2013-08-21 08:39:06
TJ65CX118O,SHO,2013-08-21 07:35:55
IU33EQ237K,AMC,2013-08-21 06:42:16
MA58OI386W,CW,2013-08-22 19:11:55
XC96QH527U,BIO,2013-08-21 07:18:28
OQ98AP763C,FOX,2013-08-21 15:57:50
KA66SL055O,CC,2013-08-21 12:59:19
MV18QF313P,EPIX,2013-08-23 03:02:53
LI12KG731F,EPIX,2013-08-21 04:15:32
DR48GG267O,NBC,2013-08-22 15:15:08
XW28NO130P,MTV2,2013-08-21 00:39:19
DI69LH573S,DISCOVERY,2013-08-23 07:36:35
VV71IG071M,AMC,2013-08-22 04:03:01
IP39JT937D,NATGEO,2013-08-21 16:15:52
LW46HH313D,HBO2,2013-08-21 06:11:14
OQ98AP763C,STARZ,2013-08-23 18:15:17
ZY37BO869I,FOX,2013-08-21 05:46:00
SC86QY057D,HBOW,2013-08-23 12:08:45
CW47QZ635H,SCIENCE,2013-08-23 17:40:10
ZY37BO869I,MTV2,2013-08-23 00:20:09
DN82QB139I,CW,2013-08-23 20:20:09
UT30TK841J,HBO2,2013-08-22 15:13:17
QI44LN564O,VH1,2013-08-22 18:28:42
HQ79VQ736Z,E!,2013-08-22 04:05:40
LY55UW624Q,NBC,2013-08-22 03:32:26
RX83NQ045B,ID,2013-08-22 05:59:10
GP49GT942C,HBO2,2013-08-22 22:34:05
XL43IP349Y,CW,2013-08-23 21:45:59
SC86QY057D,CW,2013-08-23 05:12:40
IU33EQ237K,ABC,2013-08-23 18:09:34
PT75OL582S,HBO2,2013-08-22 03:57:14
SV77TY755G,STARZ,2013-08-21 19:30:47
GK39DH564M,BIO,2013-08-23 11:55:45
BQ10WW667L,MTV2,2013-08-23 12:58:53
RE78PV566H,TBS,2013-08-22 17:46:42
LW46HH313D,HISTORY,2013-08-23 00:52:36
TJ65CX118O,HBO,2013-08-21 02:38:11
MA10HN064W,AMC,2013-08-21 07:21:05
MV18QF313P,FOX,2013-08-21 06:56:53
IV86ZY537Q,HISTORY,2013-08-23 02:37:49
LW46HH313D,TBS,2013-08-21 00:15:19
VY20IU522F,EPIX,2013-08-23 04:43:45
